numpoints,d0,d2,d3,d4
323,12.3809188623,3.86682161307,2.28349758849,1.75987824983
324,12.4061379463,3.87242990918,2.28566693866,1.76108968518
325,12.4313232403,3.87803430749,2.28783506943,1.76230052249
326,12.456474812,3.88363481205,2.29000198182,1.76351076221
327,12.4815927292,3.88923142691,2.29216767686,1.76472040478
328,12.5066770594,3.89482415612,2.29433215559,1.76592945065
329,12.5317278698,3.90041300374,2.29649541901,1.76713790025
330,12.5567452277,3.9059979738,2.29865746817,1.76834575402
331,12.5817292,3.91157907034,2.30081830407,1.76955301241
332,12.6066798534,3.91715629738,2.30297792774,1.77075967586
333,12.6315972546,3.92272965894,2.3051363402,1.7719657448
334,12.65648147,3.92829915905,2.30729354246,1.77317121967
335,12.6813325659,3.93386480172,2.30944953556,1.77437610092
336,12.7061506083,3.93942659094,2.31160432049,1.77558038898
337,12.7309356632,3.94498453073,2.31375789828,1.7767840843
338,12.7556877962,3.95053862508,2.31591026994,1.77798718729
339,12.7804070729,3.95608887797,2.31806143649,1.77918969842
340,12.8050935588,3.96163529339,2.32021139893,1.7803916181
341,12.8297473189,3.96717787533,2.32236015828,1.78159294678
342,12.8543684184,3.97271662774,2.32450771554,1.7827936849
343,12.878956922,3.9782515546,2.32665407173,1.78399383288
344,12.9035128946,3.98378265988,2.32879922785,1.78519339117
345,12.9280364005,3.98930994752,2.33094318491,1.7863923602
346,12.9525275042,3.99483342149,2.33308594391,1.78759074039
347,12.9769862697,4.00035308572,2.33522750586,1.7887885322
348,13.0014127612,4.00586894415,2.33736787176,1.78998573604
349,13.0258070425,4.01138100072,2.33950704261,1.79118235235
350,13.0501691772,4.01688925937,2.34164501941,1.79237838157
100,5.76333225436,2.51056238544,1.76722079311,1.47391337041
110,6.10955577142,2.57624639085,1.79184729204,1.48744888208
120,6.45040185691,2.64143887148,1.81632690115,1.50091401346
130,6.78599482619,2.70614532402,1.84066093075,1.51430931205
140,7.11645519205,2.7703711635,1.86485067563,1.52763531969
150,7.44189980896,2.8341217248,1.88889741527,1.54089257265
160,7.7624420109,2.89740226413,1.91280241406,1.55408160164
170,8.07819174285,2.9602179605,1.93656692154,1.56720293197
180,8.38925568662,3.02257391709,1.96019217258,1.58025708354
190,8.69573738096,3.08447516265,1.98367938765,1.59324457093
200,8.99773733652,3.14592665288,2.00702977298,1.60616590352
210,9.29535314567,3.20693327171,2.0302445208,1.61902158547
220,9.58867958773,3.2674998326,2.05332480952,1.63181211585
230,9.87780872954,3.32763107984,2.07627180393,1.64453798869
240,10.1628300219,3.38733168977,2.09908665543,1.65719969303
250,10.4438303916,3.44660627196,2.12177050218,1.66979771299
260,10.7208943301,3.50545937045,2.14432446931,1.68233252783
270,10.9941039782,3.56389546488,2.1667496691,1.69480461201
280,11.263539207,3.62191897163,2.18904720116,1.70721443527
290,11.5292776959,3.67953424494,2.21121815264,1.71956246266
300,11.7913950072,3.73674557798,2.23326359835,1.73184915461
500,16.3736113308,4.80225814814,2.64936955099,1.96537302766
510,16.5740438797,4.85188078522,2.66900759085,1.97647042679
520,16.7721012006,4.90118042797,2.68854097981,1.9875155585
530,16.9678252662,4.95016021973,2.70797055217,1.99850879118
540,17.1612570663,4.99882326316,2.72729713339,2.00945048976
550,17.352436636,5.04717262095,2.74652154021,2.02034101578
560,17.5414030834,5.09521131642,2.76564458073,2.03118072738
570,17.7281946166,5.14294233414,2.78466705457,2.04196997939
580,17.9128485691,5.19036862061,2.80358975297,2.05270912331
590,18.0954014246,5.23749308481,2.82241345887,2.06339850743
600,18.2758888417,5.28431859879,2.84113894706,2.07403847677
610,18.4543456763,5.33084799831,2.85976698424,2.0846293732
620,18.6308060043,5.37708408337,2.87829832917,2.09517153544
630,18.8053031437,5.42302961875,2.89673373276,2.10566529909
640,18.9778696751,5.46868733463,2.91507393815,2.11611099668
650,19.1485374622,5.51405992707,2.93331968083,2.1265089577
660,19.317337671,5.55915005856,2.95147168872,2.13685950864
670,19.4843007897,5.60396035856,2.96953068231,2.14716297301
680,19.6494566461,5.64849342397,2.98749737469,2.15741967139
690,19.8128344257,5.69275181968,3.00537247171,2.16762992146
700,19.9744626892,5.73673807903,3.02315667203,2.17779403803
710,20.1343693887,5.78045470428,3.0408506672,2.18791233305
720,20.292581884,5.82390416714,3.05845514181,2.1979851157
730,20.4491269583,5.86708890919,3.07597077352,2.20801269235
740,20.6040308331,5.91001134232,3.09339823317,2.21799536664
750,20.7573191831,5.95267384926,3.11073818486,2.2279334395
760,20.9090171501,5.99507878394,3.12799128604,2.23782720919
770,21.0591493569,6.03722847194,3.1451581876,2.24767697128
780,21.2077399208,6.07912521095,3.16223953392,2.25748301875
790,21.3548124662,6.12077127115,3.179235963,2.26724564197
800,21.5003901371,6.16216889566,3.19614810649,2.27696512874
1000,24.1298801932,6.9411806281,3.51761090441,2.46271786552
1100,25.270693453,7.2986956544,3.66721403559,2.54982120331
1200,26.3151416675,7.63715674388,3.81006773279,2.63338834942
1300,27.2749400448,7.95804759259,3.94661867694,2.71363036127
1400,28.1599787745,8.26270175013,4.0772749843,2.79074182802
1500,28.9786650875,8.55232114404,4.20241028041,2.864902446
1600,29.7381911613,8.8279919277,4.32236726832,2.93627841675
1700,30.4447459722,9.09069809232,4.43746086278,3.00502369047
1800,31.1036843158,9.34133320252,4.54798095083,3.07128107445
1900,31.7196627694,9.58071055054,4.6541948297,3.1351832233
2000,32.2967499012,9.80957197222,4.75634936517,3.19685352546
10000,44.9785120113,16.3040842284,7.92638065617,5.21912598372
