0,2242389,11142679
1,2242389,2409983
2,2198975,2198975
3,2198975,5643925
4,2198975,19501941
5,1883503,1883503
6,1883503,4455031
7,1282837,1282837
8,1282837,10395079
9,1282837,36601261
10,256235,256235
11,256235,2960139
12,256235,597115
13,256235,7598963
14,256235,1510273
15,256235,3786965
16,256235,1945513
17,256235,4176815
18,256235,16110527
19,256235,3194075
20,256235,7997445
21,256235,1738945
22,256235,2625417
23,256235,9850735
24,256235,2255959
25,256235,6588905
26,256235,8750275
27,256235,5467295
28,256235,38597555
29,256235,1045629
30,256235,8821925
31,256235,330537
32,256235,3127473
33,256235,453647
34,256235,608467
35,256235,11902401
36,256235,1626737
37,256235,10646625
38,256235,1508841
39,256235,15712313
40,256235,1531583
41,256235,22047251
42,256235,36929811
43,256235,2977999
44,256235,1604935
45,256235,1999029
46,59589,59589
47,59589,2111411
48,59589,5002507
49,59589,2668057
50,59589,2691373
51,59589,5734019
52,59589,20243855
53,59589,6775111
54,59589,4110039
55,59589,1589331
56,59589,1164925
57,59589,107567
58,59589,610035
59,59589,1741945
60,59589,13320561
61,59589,1014673
62,59589,995603
63,59589,13851637
64,59589,10676763
65,59589,4669193
66,59589,1268969
67,59589,20668855
68,59589,5879815
69,59589,23848287
70,59589,11964419
71,59589,3016797
72,59589,596473
73,59589,1636843
74,59589,16759485
75,59589,1769091
76,59589,5664711
77,59589,1614433
78,59589,879943
79,59589,1192119
80,59589,1954699
81,59589,1903101
82,59589,48943569
83,55963,55963
84,55963,903755
85,55963,6869683
86,55963,3438503
87,55963,2725169
88,55963,972079
89,55963,5210839
90,55963,5197125
91,55963,3994151
92,55963,16792599
93,55963,9821237
94,55963,4468133
95,55963,6711711
96,55963,1113505
97,55963,1363955
98,55963,17353347
99,55963,49235105
100,55963,782867
101,55963,7484705
102,55963,292821
103,55963,5082359
104,55963,10996657
105,55963,474343
106,55963,3371739
107,55963,3693199
108,55963,3880271
109,55963,1163075
110,55963,6833271
111,55963,16766133
112,55963,88933
113,55963,22331145
114,55963,510135
