5,16.000
10,12.400
15,12.400
20,10.000
25,10.000
30,10.000
35,10.000
40,10.000
45,10.200
50,10.000
55,10.000
60,10.200
65,10.200
70,10.200
75,10.400
80,10.400
85,10.400
90,10.600
95,10.600
100,10.600
105,10.400
110,10.400
115,10.400
120,10.200
125,10.600
130,10.600
135,10.400
140,10.400
145,10.400
150,11.600
155,11.600
160,11.400
165,11.800
170,11.400
175,11.600
180,11.800
185,11.600
190,11.600
195,11.400
200,12.000
205,12.000
210,12.000
215,12.000
220,12.000
225,12.000
230,11.600
235,12.000
240,12.000
245,11.800
250,11.800
255,12.000
260,12.000
265,12.400
270,12.000
275,11.800
280,11.600
285,12.000
290,12.000
295,12.000
300,13.200
305,13.400
310,13.600
315,13.200
320,13.200
325,13.400
330,13.200
335,13.400
340,13.000
345,13.200
350,13.600
355,13.400
360,13.400
365,13.400
370,13.200
375,13.600
380,13.200
385,13.200
390,13.400
395,13.400
