5,10.400
10,5.200
15,3.800
20,3.400
25,3.200
30,3.200
35,3.000
40,3.400
45,3.200
50,3.400
55,3.200
60,3.200
65,3.200
70,3.000
75,3.400
80,3.000
85,3.200
90,3.200
95,3.200
100,3.600
105,3.600
110,3.400
115,3.400
120,3.600
125,3.400
130,3.600
135,3.400
140,3.400
145,3.600
150,3.400
155,3.600
160,3.200
165,3.400
170,3.600
175,3.400
180,3.600
185,3.400
190,3.600
195,3.600
200,3.800
205,3.800
210,3.600
215,4.000
220,3.800
225,3.800
230,3.400
235,3.800
240,3.800
245,3.800
250,3.600
255,3.800
260,3.800
265,3.400
270,3.800
275,3.800
280,3.600
285,3.800
290,3.800
295,3.600
300,3.600
305,3.800
310,3.800
315,3.600
320,3.600
325,3.800
330,3.600
335,3.600
340,3.800
345,3.600
350,3.800
355,3.600
360,3.800
365,3.600
370,3.800
375,3.800
380,3.800
385,3.800
390,3.600
395,3.600
