5,108.600
10,84.400
15,84.400
20,68.000
25,67.800
30,68.000
35,67.800
40,69.400
45,68.800
50,69.000
55,69.000
60,69.000
65,68.800
70,69.000
75,71.000
80,72.000
85,71.600
90,71.600
95,71.400
100,71.600
105,71.800
110,71.400
115,72.000
120,71.200
125,71.400
130,71.400
135,71.200
140,71.400
145,71.400
150,79.200
155,79.400
160,79.800
165,79.200
170,79.000
175,79.600
180,80.000
185,79.600
190,79.600
195,79.200
200,79.400
205,79.200
210,79.200
215,79.800
220,79.200
225,79.400
230,79.600
235,79.000
240,79.200
245,79.600
250,79.200
255,79.200
260,79.400
265,79.400
270,79.600
275,79.400
280,79.000
285,79.400
290,79.000
295,79.600
300,89.200
305,89.200
310,89.200
315,89.200
320,89.200
325,89.000
330,89.200
335,89.000
340,89.000
345,89.200
350,89.200
355,89.400
360,89.400
365,89.200
370,89.400
375,88.800
380,88.200
385,89.000
390,88.800
395,88.800
