5,67.800
10,48.400
15,49.000
20,43.200
25,43.000
30,43.000
35,43.400
40,43.400
45,43.200
50,43.400
55,43.400
60,43.000
65,43.800
70,43.800
75,44.000
80,44.000
85,44.000
90,44.000
95,44.000
100,44.000
105,44.000
110,44.000
115,44.000
120,43.800
125,47.200
130,47.200
135,47.600
140,47.400
145,47.400
150,47.600
155,47.400
160,47.400
165,47.200
170,47.200
175,47.400
180,47.800
185,47.200
190,47.600
195,47.400
200,47.200
205,46.600
210,46.000
215,46.200
220,46.000
225,46.000
230,46.200
235,46.000
240,46.000
245,46.400
250,51.800
255,51.800
260,51.400
265,51.800
270,51.400
275,51.800
280,51.600
285,51.600
290,51.800
295,51.800
300,51.800
305,51.400
310,51.600
315,52.000
320,51.600
325,51.200
330,52.000
335,51.400
340,51.600
345,51.600
350,51.600
355,51.600
360,51.800
365,51.600
370,51.800
375,51.600
380,51.400
385,51.600
390,51.800
395,51.600
